3.000000 	 0 
3.050000 	 0 
3.100000 	 0 
3.150000 	 0 
3.200000 	 0 
3.250000 	 0 
3.300000 	 0 
3.350000 	 0 
3.400000 	 0 
3.450000 	 0 
3.500000 	 0 
3.550000 	 0 
3.600000 	 0 
3.650000 	 0 
3.700000 	 0 
3.750000 	 0 
3.800000 	 0 
3.850000 	 0 
3.900000 	 0 
3.950000 	 1 
4.000000 	 5 
4.050000 	 8 
4.100000 	 16 
4.150000 	 25 
4.200000 	 31 
4.250000 	 49 
4.300000 	 97 
4.350000 	 112 
4.400000 	 132 
4.450000 	 167 
4.500000 	 147 
4.550000 	 121 
4.600000 	 57 
4.650000 	 21 
4.700000 	 9 
4.750000 	 2 
4.800000 	 0 
4.850000 	 0 
4.900000 	 0 
4.950000 	 0 
5.000000 	 0 
5.050000 	 1 
5.100000 	 3 
5.150000 	 24 
5.200000 	 43 
5.250000 	 66 
5.300000 	 121 
5.350000 	 149 
5.400000 	 168 
5.450000 	 165 
5.500000 	 102 
5.550000 	 69 
5.600000 	 53 
5.650000 	 25 
5.700000 	 5 
5.750000 	 3 
5.800000 	 1 
5.850000 	 1 
5.900000 	 1 
5.950000 	 0 
6.000000 	 0 
6.050000 	 0 
6.100000 	 0 
6.150000 	 0 
6.200000 	 0 
6.250000 	 0 
6.300000 	 0 
6.350000 	 0 
6.400000 	 0 
6.450000 	 0 
6.500000 	 0 
6.550000 	 0 
6.600000 	 0 
6.650000 	 0 
6.700000 	 0 
6.750000 	 0 
6.800000 	 0 
6.850000 	 0 
6.900000 	 0 
6.950000 	 0 

